Job Family,Skill Family,Core Skill,Sub Skill,Placeholder for tools
Human Resource,Performance Management,Team Building & Performance Management,Employee Performance Evaluation,
Human Resource,Performance Management,Team Building & Development,Team Development,
Human Resource,Performance Management,Team Building & Development,Team Management,
Human Resource,Performance Management,Metrics Management,Performance Metrics,
Human Resource,Performance Management,Metrics Management,Review Process,
Human Resource,Performance Management,Work perfomance ,,
Human Resource,Talent Management,Career Development,,
Human Resource,Talent Management,Career Strategies,,
Human Resource,Learning and Development,Develop Training Programs,,
Human Resource,HRIS,Human Resources (HR) Technology,,
Human Resource,Learning and Development,Human Resources Management Training,,
Human Resource,Learning and Development,Human Resources Training,,
Human Resource,Learning and Development,Internal Training,,
Human Resource,Learning and Development,New Hire Training ,,
Human Resource,Operations,Leadership Communication,,
Human Resource,Operations,Leadership Consulting,,
Human Resource,Talent Management,Leadership Planning,,
Human Resource,Operations,Leadership Strategies,,
Human Resource,Learning and Development,Leadership Training and Development,,
Human Resource,Learning and Development,Learning and Development (L&D),,
Human Resource,Learning and Development,Learning Content Management Systems (LCMS),,
Human Resource,Learning and Development,Learning Management,,
Human Resource,Learning and Development,Learning Management Systems (LMS),,
Human Resource,Learning and Development,Learning Materials Development,,
Human Resource,Learning and Development,Learning Organization,,
Human Resource,Learning and Development,Learning Processes,,
Human Resource,Learning and Development,Learning Resources,,
Human Resource,Learning and Development,Learning Styles,,
Human Resource,Learning and Development,LinkedIn,,
Human Resource,Learning and Development,Management Trainings,Team Training,
Human Resource,Learning and Development,Instructional Design,,
Human Resource,Learning and Development,Recruitment Training,,
Human Resource,Learning and Development,Orientations,,
Human Resource,Talent Acquisition,Recruiting,,
Human Resource,Talent Acquisition,Talent Acquisition,,
Human Resource,Talent Acquisition,Talent Assessments,,
Human Resource,Talent Management,Talent Development,,
Human Resource,Talent Acquisition,Talent Recruitment,,
Human Resource,Talent Management,Talent Training,,
Human Resource,Talent Management,Remote Team Management,,
Human Resource,Talent Acquisition,Employee Recruitment,,
Human Resource,Talent Acquisition,Hiring,,
Human Resource,Talent Acquisition,Cold Calling,,
Human Resource,Talent Acquisition,Contract Recruiting,,
Human Resource,Talent Acquisition,Customer Retentions,,
Human Resource,Talent Acquisition,Direct Recruiting,,
Human Resource,Talent Acquisition,Executive Recruiting,,
Human Resource,Talent Acquisition,Healthcare Recruiting,,
Human Resource,Talent Acquisition,Recruiting Interviews,,
Human Resource,Talent Acquisition,Technical Recruitment,,
Human Resource,Talent Acquisition,Technology Recruiting,,
Human Resource,Learning and Development,Team Training,,
Human Resource,Learning and Development,Technical Training,,
Human Resource,Learning and Development,Training and Development,,
Human Resource,Learning and Development,Instructional Design,,
Human Resource,Learning and Development,Recruitment Training,,
Human Resource,Learning and Development,Knowledge Transfer ,,
Human Resource,Learning and Development,Career Development,,
Human Resource,Operations,Human Resources (HR) Data,,
Human Resource,Operations,Human Resources Administration,,
Human Resource,Operations,Human Resources Processes,,
Human Resource,Operations,Supervisory Skills,Supervision,
Human Resource,Operations,Government Operations,Federal Government,
Human Resource,HRIS,Workday HCM,,
Human Resource,HRIS,Workday Security,,
Human Resource,HRIS,Workday Benefits,,
Human Resource,HRIS,Workday EIB,,
Human Resource,HRIS,Workday Learning,Compliance Program,
Human Resource,HRIS,Workday Studio,,
Human Resource,HRIS,Workday Financial Management,,
Human Resource,HRIS,Workday Implementation,,
Human Resource,HRIS,Workday Integration,,
Human Resource,HRIS,Workday Payroll,,
Human Resource,HRIS,Workday Payroll Accounting,,
Human Resource,HRIS,Workday Planning,,
Human Resource,HRIS,Workday Recruiting,,
Human Resource,HRIS,Workday Workforce Planning,,
Human Resource,HRIS,Workday Worksheets,,
Human Resource,HRIS,Workday Workforce Planning,,
Human Resource,HRIS,HRIS Development,,
Human Resource,HRIS,Hris Implementations,,
Human Resource,HRIS,Human Resources Information Systems (HRIS) Administration,,
Human Resource,HRIS,Management Information Systems (MIS),,
Human Resource,HRIS,HRMIS,,
Human Resource,HRIS,Workday,,
Human Resource,HRIS,DocuSign,,
Human Resource,HRIS,Enterprise Resource Planning (ERP),,
Human Resource,Talent Acquisition,Recruitment Technology,,
Human Resource,Talent Acquisition,Contract Acquisitions,,
Human Resource,Talent Acquisition,Contract Management,,
Human Resource,Talent Acquisition,Contract Management System (CMS),,
Human Resource,Talent Acquisition,Contract Negotiations,,
Human Resource,Employee Relations,Conflict Resolution,,
Human Resource,Employee Relations,Interpersonal Relationship Management,,
Human Resource,Employee Relations,Interpersonal Relationship,,
Human Resource,Employee Relations,Employee Management,,
Human Resource,Benefits,Corporate Benefits,,
Human Resource,Benefits,Benefits Administration,,
Human Resource,Benefits,Benefits Compliance,,
Human Resource,Benefits,Benefits Management,,
Human Resource,Benefits,Benefits Plan Design,,
Human Resource,Benefits,Benefits Planning,,
Human Resource,Benefits,Benefits Strategy,,
Human Resource,Benefits,COBRA Administration,,
Transferable Skills,Professional Skills,Flexibility,Adaptability,
Transferable Skills,Professional Skills,Leadership,Collaborative Leadership,
Transferable Skills,Professional Skills,Leadership,Cross Team Collabration ,
Transferable Skills,Personal Skill,Creativity,Creative Design,
Transferable Skills,Personal Skill,Creativity,Solution Design,
Transferable Skills,Personal Skill,Language,Spanish,
Transferable Skills,Personal Skill,Culture,Cultural Awareness,
Transferable Skills,Personal Skill,Culture,Team Culture,
Transferable Skills,Personal Skill,Culture,Cultural Change,
Agricultural Skills,Personal Skill,Crop Management,Sowing,
Transferable Skills,Professional Skills,Creativity,2D Animations,
Transferable Skills,Professional Skills,Communications,Coaching,
Transferable Skills,Professional Skills,Communications,Event Planning,
Transferable Skills,Professional Skills,Communications,Social Networking,
Transferable Skills,Professional Skills,Communications,Interpersonal Communication,
Transferable Skills,Professional Skills,Communications,Herding Cats ,
Transferable Skills,Professional Skills,Communications,Electronic Mail ,
Transferable Skills,Professional Skills,Communications,Public Speaking ,
Transferable Skills,Professional Skills,Communications,Copy Editing,
Transferable Skills,Professional Skills,Communications,Editing Process,
Transferable Skills,Professional Skills,Communications,Empathy,
Transferable Skills,Professional Skills,Communications,Global Communications,
Transferable Skills,Professional Skills,Leadership,Team Management,
Transferable Skills,Professional Skills,Leadership,Offshore Team Management,
Transferable Skills,Professional Skills,Leadership,Remote Team Management,
Transferable Skills,Professional Skills,Leadership,Change Leadership,
Transferable Skills,Professional Skills,Leadership,Executive Leadership,
Transferable Skills,Professional Skills,Leadership,Cross-Functional Leadership,
Transferable Skills,Professional Skills,Leadership,Personal Leadership,
Transferable Skills,Professional Skills,Leadership,People LeaderShip,
Transferable Skills,Professional Skills,Leadership,InterPersonal LeaderShip ,
Transferable Skills,Professional Skills,Leadership,Strong InterPersonal LeaderShip ,
Transferable Skills,Professional Skills,Leadership,Departmental Leadership,
Transferable Skills,Professional Skills,Analytical Thinking,Decision Making,
Transferable Skills,Professional Skills,Analytical Thinking,Ethical Decision Making,
Transferable Skills,Professional Skills,Analytical Thinking,Proof Reading,
Transferable Skills,Professional Skills,Analytical Thinking,Design Changes,
Transferable Skills,Professional Skills,Analytical Thinking,Work Collaboratively,
Transferable Skills,Professional Skills,Accuracy & Precision,Process Implementations,
Transferable Skills,Professional Skills,Accuracy & Precision,Detail Oriented,
Transferable Skills,Professional Skills,Communications,Professional Ethics,
Transferable Skills,Professional Skills,Communications,Process Improvement,
Transferable Skills,Professional Skills,Communications,Customer Experience,
Transferable Skills,Professional Skills,Communications,Typing,
Transferable Skills,Professional Skills,Computer Basics,Computer Literacy,
Transferable Skills,Professional Skills,Collaboration,Team work,
Transferable Skills,Professional Skills,Planning,Time Management,
Transferable Skills,Professional Skills,Personal Development ,Critical Thinking,
Transferable Skills,Professional Skills,Personal Development ,Goal Setting ,
Transferable Skills,Hard Skills,Personal Development ,Presentation Design,
Transferable Skills,Hard Skills,Analytical Skills,Group Problem Solving ,
Transferable Skills,Hard Skills,Technical Communication ,Documentations,
Transferable Skills,Hard Skills,Analytical Skills,Core Values,
Transferable Skills,Professional Skills,Analytical Thinking,Ethical Decision Making,
Service Management,Service Management,Remedy ,,
Service Management,Service Management,Service Now,,
Service Management,Service Management,Microsoft Office,Power Point,
Service Management,Service Management,Microsoft Office,Excel,
Service Management,Service Management,Microsoft Office,Word,
Service Management,Service Management,Microsoft Office,MS Share Point,
Service Management,Service Management,Microsoft Office,MS Query,
Service Management,Service Management,Microsoft Office,MS Visio,
Service Management,Service Management,Microsoft Office,Microsoft PowerShell ,
Service Management,Service Management,Microsoft Office,Mircrosoft licensing ,
Service Management,Service Management,Microsoft Office,Microsoft PowerBI,
Service Management,Service Management,Microsoft Systems,Microsoft Systems Management Server,
Service Management,Service Management,Microsoft Systems,Microsoft Publisher,
Service Management,Service Management,Service Delivery Management,Service Delivery,
Service Management,Service Management,Service Delivery Management,Service Offerings,
Service Management,Service Management,IT Process Optimization ,Information Technology Efficiency ,
Service Management,Service Management,IT Process Optimization ,Information Technology Planning ,
Service Management,Service Management,IT Process Optimization ,IT Architecture ,
Service Management,Service Management,IT Process Optimization ,IT Asset Management ,
Service Management,Service Management,IT Process Optimization ,IT Complinece Management ,
Service Management,Service Management,IT Process Optimization ,IT Processes,
Service Management,Service Management,IT Process Optimization ,IT Organization ,
Service Management,Service Management,Infrastruture Management ,Infrastructure Engineering ,
Service Management,Service Management,Infrastruture Management ,Infrastructure Integration ,
Service Management,Service Management,Infrastruture Management ,Infrastruture  Projects ,
Service Management,Service Management,Infrastruture Management ,Infrastruture Services ,
Service Management,Service Management,Infrastruture Management ,Technology Infrastructure Management,
Service Management,Service Management,IT Infrastruture ,IT Infrastruture Design ,
Service Management,Service Management,IT Infrastruture ,IT Infrastruture Operations ,
Service Management,Service Management,IT Infrastruture ,Information Technology Information Library ,
Service Management,Service Management,IT Infrastruture ,IT Operation Management ,
Service Management,Service Management,IT Infrastruture ,Information Technology Administration,
Service Management,Service Management,IT Infrastruture ,Information Technology Business Strategies,
Service Management,Service Management,IT Infrastruture ,Information Technology Services,
Service Management,Service Management,IT Infrastruture ,IT Service Management,
Service Management,Service Management,IT Infrastruture ,ITIL Framework,
Service Management,Service Management,IT Infrastruture ,ITIL Process Implementation,
Service Management,Service Management,IT Infrastruture ,ITIL Configurations Management ,
Service Management,Service Management,IT Infrastruture ,ITIL Implementation ,
Service Management,Service Management,IT Infrastruture ,ITIL Methodologies ,
Service Management,Service Management,IT Infrastruture ,System Infrastruture ,
Service Management,Service Management,IT Infrastruture ,IT Service Operations ,
Service Management,Service Management,IT Infrastruture ,System Integration,
Service Management,Service Management,IT Infrastruture ,ITIL Processes,
Service Management,Service Management,IT Infrastruture ,ITIL Service Operations ,
Service Management,Service Management,IT Infrastruture ,ITIL Service Stategy ,
Service Management,Service Management,IT Infrastruture ,ITIL Service Transition ,
Service Management,Service Management,Procurement Management ,IT Purchasing ,
Service Management,Service Management,Procurement Management ,Price Quotes ,
Service Management,Service Management,Procurement Management ,Purchase Order Request,
Service Management,Service Management,Procurement Management ,Purchasing Controls,
Service Management,Service Management,Procurement Management ,Direct Purchasing,
Service Management,Service Management,Procurement Management ,Equipment Purchasing,
Service Management,Service Management,Procurement Management ,International Shipping,
Service Management,Service Management,Procurement Management ,Purchase Orders,
Service Management,Service Management,Procurement Management ,Purchasing Inventory Management,
Service Management,Service Management,Procurement Management ,Purchasing Materials,
Service Management,Service Management,Procurement Management ,Purchasing Software,
Service Management,Service Management,Procurement Management ,Sales Purchasing,
Service Management,Project Management,Smart sheet Administration,Smartsheet,
Service Management,Process Improvement,Lean Six Sigma Methodology,Lean Six Sigma,
Service Management,Process Improvement,Lean Six Sigma Methodology,Six Sigma ,
Service Management,Process Improvement,Lean Six Sigma Methodology,Six Sigma Processes,
Service Management,Process Improvement,Lean Six Sigma Methodology,DMAIC,
Service Management,Technical Skill,Troubleshooting Techniques & Methods,Troubleshooting,
Service Management,Technical Skill,Troubleshooting Techniques & Methods,Desktop Administration,
Service Management,Technical Skill,Troubleshooting Techniques & Methods,Global IT Support,
Service Management,Technical Skill,Troubleshooting Techniques & Methods,Helpdesk Support,
Service Management,Technical Skill,Troubleshooting Techniques & Methods,Remote Troubleshooting ,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,Computer Hardware,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,Computer Hardware Installation,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,Computer System Engineering ,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,Support Services,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,IT Hardware Support ,
Service Management,Technical Skill,Hardware Troubleshooting & Repair,Troubleshooting Software,
Service Management,Technical Skill,Technical Support ,End User Support ,
Service Management,Marketing Strategy,Marketing Strategy & Development,Technical Marketing,
Service Management,Test Management ,Quality Assurance,Test Case Design,
Service Management,Knowledge Management,Quality Assurance,Auditing,
Service Management,Knowledge Management,Quality Assurance,SSAE 16 ,
Service Management,Configuration Management,Remedy,Test Documentation,
Service Management,Configuration Management,Service Now,Service Level Agreement,
Service Management,Configuration Management,Service Now,Service Levels,
Service Management,Configuration Management,Service Now,Service Now Catalog,
Service Management,Configuration Management,Service Now,Service Now Platform,
Service Management,Configuration Management,Service Now,Service Now IT Management,
Service Management,Configuration Management,Service Now,Change Management,
Service Management,Configuration Management,Service Now,Change Communication,
Service Management,Configuration Management,Service Now,Change Consulting,
Service Management,Configuration Management,Service Now,Change Control Process,
Service Management,Configuration Management,Service Now,Change Management Coaching,
Service Management,Configuration Management,Service Now,Change Management Process,
Service Management,Configuration Management,Service Now,Change Management Strategies,
Service Management,Configuration Management,Service Now,Global Change Management,
Service Management,Configuration Management,Service Now,Managing Change Request,
Service Management,Configuration Management,Service Now,Technology Change Management,
Service Management,Configuration Management,Service Now,Organising Change Management,
Service Management,Service Management,Incident Management,Incident Analysis,
Service Management,Service Management,Incident Management,Ticketing Tool ,
Service Management,Service Management,Incident Management,Incident Communication,
Service Management,Service Management,Incident Management,Incident Handling,
Service Management,Service Management,Incident Management,Incident Investigation,
Service Management,Service Management,Incident Management,Incident Management System ,
Service Management,Service Management,Incident Management,Incident Reporting,
Service Management,Service Management,Incident Management,Incident Response,
Service Management,Service Management,Incident Management,Security Incident Management,
Service Management,Service Management,Incident Management,IT Incident Management,
Service Management,Service Management,Incident Management,Major Incident Management ,
Service Management,Service Management,WorkForce Management,Work Force Management,
Service Management,Service Management,WorkForce Management,Work Force Planning,
Service Management,Service Management,WorkForce Management,Performance Dashboard,
Service Management,Service Now,Problem Management,Problem Analysis,
Service Management,Service Now,Problem Management,Problem Avoidance,
Service Management,Service Now,Problem Management,Problem Elimination,
Service Management,Service Now,Problem Management,Process Change,
Service Management,Service Now,Problem Management,Root Cause Problem Solving,
Service Management,Service Now,Problem Management,Root Cause Analysis ,
Service Management,Service Now,Problem Management,Technological Change,
Service Management,Configuration Management,"Atrium, FIT and ITAM",,
Service Management,Knowledge Management,Remedy ,,
Service Management,Knowledge Management,Service Now,Training Needs Assesment,
Service Management,Knowledge Management,Information Management ,Filing System ,
Service Management,Mechanical Flight,Aircraft,Aviation,
Service Management,Integration Management,Solution Components,Solution Integration,
Service Management,Supply Chain Management,Procurement,Ariba Supplier Network,
Service Management,Supply Chain Management,Procurement,Material Sourching ,
Service Management,Supply Chain Management,Procurement,Request For Proposal ,
Service Management,Supply Chain Management,Procurement,Request For Proposal Development ,
Service Management,Supply Chain Management,Procurement,RFQ Responses ,
Service Management,Supply Chain Management,Procurement,Sourcing & Procurement,
Service Management,Supply Chain Management,Procurement,Sourcing Strategies,
Service Management,Supply Chain Management,Inventory Control,Cycle Counting,
Service Management,Supply Chain Management,Inventory Control,Inventory Management,
Service Management,Supply Chain Management,Inventory Control,Physical Inventory,
Service Management,Supply Chain Management,Inventory Control,Good Receipts ,
Service Management,Supply Chain Management,Data Collection Technology,Handheld Scanners,
Service Management,Supply Chain Management,Shipping Management,Shipping,
Service Management,Supply Chain Management,Shipping Management,Shipping Documents,
Service Management,Supply Chain Management,Logistics ,Logistics Design,
Service Management,Supply Chain Management,Logistics ,Logistics Planning,
Service Management,Supply Chain Management,Logistics ,Logistics Supply Chain Management,
Service Management,Supply Chain Management,Logistics ,FedEx Shift Manager,
Service Management,Supply Chain Management,Logistics ,Freight Forwarding ,
Service Management,Supply Chain Management,Logistics ,Sap Logistics,
Service Management,Supply Chain Management,Logistics ,Third party logistic Management,
Service Management,Supply Chain Management,Logistics ,Reverse Logistics,
Service Management,Supply Chain Management,Logistics ,Distribution Logistics,
Service Management,Supply Chain Management,Logistics ,Dispatching ,
Service Management,Supply Chain Management,Logistics ,Customs Documentation ,
Service Management,Supply Chain Management,Logistics ,Export Documentation ,
Service Management,Supply Chain Management,Logistics ,Export Import Documentation ,
Service Management,Supply Chain Management,Logistics ,Exports ,
Service Management,Supply Chain Management,Logistics ,Freight ,
Service Management,Supply Chain Management,Logistics ,Global logistics ,
Service Management,Supply Chain Management,Logistics ,International Logistics ,
Service Management,Supply Chain Management,Logistics ,Logistic Control ,
Service Management,Supply Chain Management,Logistics ,Logistic Management ,
Service Management,Supply Chain Management,Logistics ,LTL Transportation ,
Service Management,Supply Chain Management,Logistics ,Route Optimization ,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Design,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Equipment,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Forklifts,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Inventory,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Inventory Control,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Inventory Management,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Layouts,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Logistics,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Management System Implementation,
Service Management,Supply Chain Management,WareHouse Management ,Warehouse Set Up,
Service Management,Supply Chain Management,WareHouse Management ,Warehousing Operations,
Service Management,Supply Chain Management,Data Collection Technology,Handheld Scanners,
Service Management,Supply Chain Management,Sourcing,Supplier Sourcing,
Service Management,Supply Chain Management,Sourcing,Vendor Sourcing,
Service Management,Vendor Management,Relationship Building,Vendor Relationships,
Service Management,Vendor Management,Relationship Building,Vendor Services,
Service Management,Vendor Management,Relationship Building,Multi Vendor,
Service Management,Vendor Management,Enterprise Software,Field Glass,
Service Management,Vendor Management,Enterprise Software,Sales Force,
Service Management,Vendor Management,Enterprise Software,SAP Tools,
Service Management,Vendor Management,Solutions Architecture,Enterprise Solution Architecture ,
Service Management,Vendor Management,Solutions Architecture,Enterprise SOlution Sales ,
Service Management,Asset Management,Asset Tracking Software,Asset Panda,
Service Management,Digital Management,Digital Marketing,Digital Media Signage,
Service Management,Digital Management,Digital Marketing,SMB Marketing ,
Service Management,Digital Management,Digital Developing,Digital Solutions,
Service Management,Applications,SAP,SAP Business Workflow,
Service Management,Applications,SAP,SAP EWM,
Service Management,Applications,SAP,SAP Functional,
Service Management,Applications,SAP,SAP Logistics Execution,
Service Management,Applications,SAP,SAP Training,
Service Management,Applications,SAP,SAP CRM Web UI,
Service Management,Applications,SAP,SAP Technology,
Service Management,Applications,SAP,SAP Workflows,
Service Management,Applications,SAP,SAP Advanced Planning and Optimization (SAP APO),
Service Management,Applications,SAP,SAP Materials Management (MM),
Service Management,Applications,SAP,SAP SD Functional,
Service Management,Applications,Tableau,Tableau,
Service Management,Applications,Developing,DC Systems,
Service Management,Applications,Developing,Enterprise Server,
Service Management,Regulatory Compliance,HIPAA Compliance,HIPAA Compliance,
Service Management,Metrics and Reporting,"Excel, Crystal, PowerPoint and MS Query",,
